nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,Address,longitude,description,,
Pantai Kuwaru,4.1,1109,Pantai,10000,10000,-7.989.177.883,"Poncosari, Srandakan (Jl.Bantul), Bantul, DI Yogyakarta",1.102.265.599,Pantai Kuwaru terkenal dengan wisata yang terkesan santai dan murah.,,
Puncak Suroloyo,4.4,1105,Alam,5000,5000,-7.646.343.961,"Keceme, Onggosoro, Giritengah, Kec. Borobudur",1.101.810.727,"Selain cocok untuk menyaksikan keindahan matahari terbenam, Puncak Suroloyo juga terletak di ujung hamparan Pegunungan Menoreh yang membatasi Provinsi Jawa Tengah dan Daerah Istimewa Yogyakarta, tepatnya Kabupaten Kulon Progo dengan Magelang. Berada di Puncak Suroloyo seolah sedang berada di atap benteng raksasa yang berwarna hijau. Hal itu wajar karena Pegunungan Menoreh tampak memanjang bagai benteng yang membatasi Kabupaten Magelang dengan Kulon Progo. ",,
Ramadanu flower garden,4.2,1087,Agrowisata,5000,5000,-76.478.607,"Dusun Danurojo, Sambi Roro, Jamuskauman, Ngluwar, Magelang",1.102.879.467,"Nama Ramadanu tediri dari dua kata, yakni Rama dan Danu. Rama digunakan karena taman ini dibuka pada bulan Ramadan, sementara Danu dari nama dusun Danurojo.",,
Goa Jomblang,4.6,1064,Alam,5000,5000,-8.027.954.344,"Jetis Wetan, Pacarejo, Kec. Semanu, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta ",1.106.382.663,"Goa Jomblang merupakan gua vertikal yang bertipe collapse doline. Gua ini terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu. Runtuhan ini membentuk sinkhole atau sumuran yang dalam bahasa Jawa dikenal dengan istilah luweng. Saat ini Gua Jomblang merupakan tempat konservasi tumbuhan purba dan dikembangkan menjadi tempat wisata minat khusus yang mana dikelola oleh penduduk atau warga setempat. Untuk menuruni gua vertikal ini pihak pengelola sudah menyediakan perlengkapan lengkap sesuai standar keselamatan caving di gua vertikal. Sinar matahari yang menerobos masuk dari Luweng Grubug setinggi 90 meter membentuk satu tiang cahaya, menyinari flowstone yang indah serta kedalaman gua yang gelap gulita. Air yang menetes dari ketinggian turut mempercantik pemandangan. Tidak salah jika banyak orang terkagum-kagum datang ke sini ketika menyaksikan lukisan alam yang dikenal dengan istilah ""cahaya surga"". ",,
Candi Abang,4.2,1029,Budaya dan Sejarah,5000,5000,-78.103.728,"Jogotirto, Kec. Berbah, Sleman, Daerah Istimewa Yogyakarta, Indonesia",110.468.686,"Candi Abang memiliki bentuk seperti piramida. Dinamakan â€?Candi Abangâ€? karena bangunan itu terbuat dari batu bata berwarna merah. Dari jauh candi ini tampak seperti gundukan tanah atau bukit kecil karena bagian luarnya banyak ditumbuhi rerumputan. Secara sekilas, Candi Abang tampak hanya seperti gundukan tanah di atas bukit. Bukit ini bila musim hujan akan berwarna hijau sedangkan pada musim kemarau akan terlihat gersang. Bangunan candi ini akan terlihat berwarna merah jika kondisinya benar-benar kemarau dan kering. Seperti bangunan candi pada umumnya, Candi Abang dibangun di atas bukit. Selain itu, keunikan lainnya adalah candi ini dibangun dengan batu bata merah. Hal ini berbeda dengan kebanyakan candi pada umumnya yang dibangun dengan batu andesit.",,
Gunung Ireng Srumbung,4.5,1028,Alam,3000,3000,-78.827.926,"Dusun Srumbung, Desa Pengkok, Kecamatan Patuk, Kabupaten Gunung Kidul, Yogyakarta",1.104.896.548,"Di Gunung Ireng Srumbung Teman Brisik bisa menemukan spot fajar terbaik tanpa harus mendaki gunung berhari-hari. Dari sini, kita juga disuguhkan pemandangan bak negeri di atas awan. Barisan kabut yang menyelimuti area puncak bukit membuat kita serasa berdiri di atas awan. Tempat ini sangat fotogenik dan tempat yang nyaman buat refreshing. Mulai dari spot rumah kecil, gazebo sampai gardu pandang membuat Teman Brisik dengan leluasa memotret momen matahari terbit dari berbagai spot yang telah disediakan. ",,
Pesona Pengklik Pantai Samas,4,987,"Alam, Pantai",10000,10000,-8.003.873.302,"Sogo Sanden, Srigading, Sanden, Yogyakarta",1.102.703.756,"Pantai Samas merupakan salah satu pantai yang berada di deretan pantai sebelah timur Pantai Parangtritis. Lokasi Pantai Samas kurang lebih 14 km arah selatan Kota Bantul atau sekitar 35 km dari pusat Kota Yogyakarta, tepatnya di Desa Srigading, Kecamatan Sanden, Kabupaten Bantul, Yogyakarta. Pantai Samas terkenal dengan deburan ombaknya yang menggulung, angin lautnya yang kencang dan sebagai tempat persinggahan penyu-penyu langka seperti penyu sisik dan penyu hijau untuk bertelur. Selain itu, kawasan Pantai Samas juga memiliki delta-delta sungai dan danau air tawar yang membentuk telaga. Akan tetapi Pantai Samas memiliki bibir pantai ang agak curam sehingga berbahaya dan tidak disarankan untuk mandi di pantai.",,
Pantai Siung,4.6,967,"Alam, Pantai",10000,10000,-81.818.233,"Duwet, Purwodadi, Tepus, Gunung Kidul, DI Yogyakarta",1.106.832.394,"Pantai Siung berlokasi di Gunung Kidul, Yogyakarta. Pantai ini  spesial karena lanskapnya yang dikelilingi oleh tebing-tebing tinggi. Karena keunikan itulah, pemerintah Jogja meresmikan Pantai Siung sebagai lokasi panjat tebing. Selama di Pantai Siung, kamu akan melihat banyak batu karang raksasa tersebar di sebelah barat dan timur pantai. Selain menjadi ciri khas Pantai Siung, keberadaan batu karang ternyata membawa makna bagi asal-usul nama pantai ini. Sebagai rangkuman, di pantai ini kalian dapat melakukan aktivitas panjat tebing, hammocking, berkemah, dan jalan-jalan di bukit pengilon.",,
Goa Seplawan,4.5,947,Alam,8000,8000,-7.772.978,"Dusun Katerban, Desa Donorejo, Kecamatan Kaligesing, Kabupaten Purworejo",1.101.102.509,"Goa yang berada di kawasan Pegunungan Menoreh ini merupakan goa basah, alias terdapat aliran air di dalamnya. Goa tersebut tepatnya berada di Desa Donorejo, Kecamatan Kaligesing, Kabupaten Purworejo, Jawa Tengah, berbatasan langsung dengan Kulonprogo di Yogyakarta. Goa ini memiliki panjang + 700 meter dengan cabang-cabang goa sekitar 150 â€“ 300 meter dan berdiameter 15 meter. Sehingga untuk masuk ke dalam goa, pengunjung harus menyusuri anak tangga menurun yang cukup melalahkan. Yang mana rasa lelah itu akan segera hilang begitu mulai memasuki mulut goa. Sebab dari mulut goa itu saja keindahan ukiran batu di dalam goa sudah terlihat jelas.",,
Candi Sari,4.5,938,Budaya dan Sejarah,5000,5000,-77.615.576,"Dusun Bendan, Tirtomartani, Kalasan, Sleman, Daerah Istimewa Yogyakarta",1.104.742.751,"Candi Sari juga disebut Candi Bendah adalah candi Buddha yang berada tidak jauh dari Candi Sambi Sari, Candi Kalasan dan Candi Prambanan, yaitu di bagian sebelah timur laut dari kota Yogyakarta, dan tidak begitu jauh dari Bandara Adisucipto. Candi ini dibangun pada sekitar abad ke-8 dan ke-9 pada saat zaman Kerajaan Mataram Kuno dengan bentuk yang sangat indah. Pada bagian atas candi ini terdapat 9 buah stupa seperti yang tampak pada stupa di Candi Borobudur, dan tersusun dalam 3 deretan sejajar. Bentuk bangunan candi serta ukiran relief yang ada pada dinding candi sangat mirip dengan relief di Candi Plaosan. Beberapa ruangan bertingkat dua berada persis di bawah masing-masing stupa, dan diperkirakan dipakai untuk tempat meditasi bagi para pendeta Buddha (biksu) pada zaman dahulunya. Candi Sari pada masa lampau merupakan suatu Vihara Buddha, dan dipakai sebagai tempat belajar dan berguru bagi para biksu. Selain untuk wisata Budaya dan Sejarah, pengunjung juga dapat bersepeda. Bersepeda di candi ini tidak akan memakan banyak waktu dikarenakan candi yang berukuran kecil. Selain di sekitar candi, para pengunjung juga dapat bersepeda menyusuri candi-candi lainnya yang lokasinya berdekatan. Para pengunjung dapat bercengkarama dengan penduduk sekitar candi untuk memperkaya cerita dan budaya dengan dalam dari Candi Sari ini sendiri.",,
Desa Wisata Pentingsari,4.4,855,Desa Wisata,20000,20000,-76.430.482,"Desa Wisata Pentingsari, Umbulharjo, Cangkringan, Sleman, Yogyakarta",1.104.296.004,"Desa Wisata Pentingsari terletak di lereng Gunung Merapi, sekitar 22,5 kilometer dari pusat Kota Yogyakarta. Desa ini dikenal di mancanegara sebagai salah satu desa wisata dengan segudang penghargaan. Dusun Pentingsari berbentuk seperti semenanjung dimana sebelah barat terdapat lembah yang sangat curam yaitu kali Kuning dan sebelah selatan terdapat lebah yang berupak Goa Ledok / Ponteng dan Gondoran sebelah timur terdapat lembah yang curam yaitu Kali Pawon dan sebelah utara merupakan dataran yang dapat berhubungan langsung dengan tanah di sekeliling kelurahan Umbulharjo sampai ke pelataran gunung Merapi. Dusun Pentingsari terdiri dari dua dusun yaitu Bonorejo dan Pentingsari. Ada beberapa program wisata desa, seperti live in, kemah, trekking, atau outbound yang bisa dinikmati. Untuk kegiatan wisata budaya, wisatawan bisa mengikuti kegiatan, seperti belajar gamelan, menari, membatik, membuat wayang rumput, dan membuat janur.",,
Desa Wisata Gamplong,4.4,841,Desa Wisata,10000,10000,-78.055.232,"Gamplong 1, Moyudan, Dukuh, Sumberrahayu, Sleman, DI Yogyakarta ",1.102.374.676,"Berada di Kabupaten Sleman, tepatnya 16 kilometer dari titik nol Yogyakarta. Tempat wisata yang sering dijuluki mini Hollywood ini menawarkan berbagai desain bangunan unik. Sangat cocok bagi wisatawan yang menyukai fotografi.",,
Museum Perjuangan,4.5,836,"Budaya dan Sejarah, Museum",1000,1000,-78.164.905,"Jl. Kolonel Sugiono No. 24, Brontokusuman, Mergangsan, Kota Yogyakarta",1.103.718.611,"Museum Perjuangan memiliki tempat utama yang berisi peninggalan Budaya dan Sejarah. Ruangan yang pertama di taat secara rapi di luar gedung. Disana menyajikan patung kepala pahlawan nasional, relief yang menjelaskan dan bercerita bagaimana lahirnya Boedi Utomo, masa penjajahan Jepang, dan partai Sarekat Islam. Selain itu juga membahas PD dua, Kongres Pemuda kesatu, masa pindahnya Ibukota negara ke Jogja, Peristiwa 1 Maret 1949, dan pertempuran puputan di Bali.",,
Geoforest Watu Payung Turunan,4.5,796,Alam,5000,5000,-7.972.955.236,"Turunan, Girisuko, Panggang, Kab Gunung Kidul, Daerah Istimewa Yogyakarta",1.104.362.646,"Nama Watu Payung merujuk kepada sebuah batu yang bentuknya mirip dengan bentuk payung. Kata Watu dalam bahasa jawa berarti Batu. Sedangkan kata Payung, yang bermakna Payung. Keberadaan batu yang menyerupai payung tersebut di kawasan hutan konsevasi, menjadikan sebuah kunjungan wisata alam yang sangat menyenangkan. Suasana yang teduh, nuansa alam, udara yang sejuk, bernilai edukatif, adalah daya tarik dari Watu Payung Turunan.",,
Pasar Kembang,4.2,793,Desa Wisata,0,0,-77.899.242,"Jalan Pasar Kembang, masuk wilayah Kecamatan Gedong Tengen",1.103.651.209,"Jalan Pasar Kembang merupakan gang kecil yang merupakan perkampungan penduduk. Banyak penduduk yang tinggal di kawasan ini. Mereka hidup dengan damai, dan tak sedikit yang banyak meraup rezeki karena kedatangan wisatawan. Penginapan banyak berdiri di tengah suasana perkampungan, dengan keramahan para penduduknya.",,
Omah Petroek,4.6,764,Buatan,0,0,-76.219.947,"Karang Kletak, Dusun Wonorejo, Hargobinangun, Pakem, Sleman, Yogyakarta",1.104.153.359,"Objek wisata Omah Petruk merupakan objek wisata yang cukup menarik karena mengusung tema seperti sebuah museum. Disebut sebagai omah petruk dikarenakan aka nada banyak patung menarik dan lucu di sebuah bangunan rumah yang di desain sedemikian rupa. Omah Petruk ini menjadi tempat yang sangat menyenangkan untuk dikunjungi sendiri, dengan keluarga atau berombongan. ",,
Pantai Jogan,4.3,758,Pantai,5000,5000,-8.180.135,"Jl. Pantai Siung, Pantai, Purwodadi, Tepus, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta",1.106.763.715,"Pantai ini memang berbeda dari pantai lainnya. Pantai ini hampir tidak memiliki pasir karena batas antara wilayah laut atau pesisir dengan wilayah daratan berupa tebing. Keindahan alam yang disuguhkan Pantai Jogan adalah air terjun yang berasal dari 2 aliran sungai. Fasilitas ada toilet umum, pertokoan.",,
Taman Lampion (Taman Pelangi),4.3,757,"Desa Wisata, Buatan",15000,20000,-77.503.631,"Jl. Bareng Lor, Kec. Klaten Utara",1.103.698.154,"Taman lampion atau juga sering disebut taman pelangi monjali adalah salah satu wisata saat malam hari yang bisa Anda kunjungi bersama keluarga atau teman. Selain berjalan-jalan menikmati gemerlap lampu, anda juga bisa melakukan kegiatan seru lainnya seperti dengan mengendarai becak mini, bermain bola air, bugee jumping, ATV, trampolin, perahu dayung, kereta mini dan lain-lain. Asiknya lagi, area wisata Taman Lampion, juga sering diadakan live konser musik.",,
Monumen Perjuangan TNI AU,4.5,748,"Sejarah, Monumen",0,0,-78.407.981,"Jalan Parangtritis, Ngoto, Bantul, Jogja",1.103.764.617,"Tugu berada dalam areal pagar teralis besi, dan pada bagian belakangnya terdapat dinding yang bereliefkan rangkaian peristiwa sejarah Hari Bakti TNI AU 29 Juli 1947",,
Jogja Exotarium,4.4,746,Buatan,20000,20000,-7.728.816,"Jl.Magelang Km. 8 RW 12, Mulungan Kulon, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta",110.358.356,"Di Mini Zoo Jogja Exotarium pengunjung dapat menyaksikan aneka satwa seperti reptil, hewan nocturnal, kelinci. Pengunjung dapat pula melakukan aktivitas seperti memancing, belajar berkuda atau memanah. Selain itu terdapat pula berbagai spot selfie, playground anak atau outbound. .Kehadiran Mini Zoo Jogja Exotarium yang dikemas sebagai taman wisata edukasi diharapkan menjadi wahana pengetahuan tentang satwa atau binatang.",,
Museum Kereta Karaton,4.7,735,Budaya dan Sejarah,0,0,-78.054.476,"Jalan Rotowijayan, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta",1.103.627.375,Museum berisikan berbagai sejarah mengenai keraton yogyakarta.,,
Sumur Gumuling,4.5,718,Budaya dan Sejarah,10000,10000,-78.087.911,"Jalan Patehan Kompleks Tamansari, Yogyakarta",1.103.591.825,Sumur Gumuling adalah salah satu tempat untuk ibadah atau kegiatan agama pada masa lalu. Sumur Gumuling merupakan masjid pada zaman pemerintahan Sri Sultan Hamengkubuwana I dan II,,
Kali Talang,4.5,716,"Alam, Buatan",10000,10000,-75.802.065,"Desa Balerante, Kecamatan Kemalang, Kabupaten Klaten",1.104.606.903,"Kali Talang berada di ketinggian sekitara 1.160 meter di atas permukaan laut (MDPL). Dari Kali Kalang, puncak Merapi seakan begitu dekat dengan panorama vegetasi di kawasan Taman Nasional Gunung Merapi. Objek wisata yang berada di perbatasan Jawa Tengah (Jateng) dan DIY itu menjadi salah satu spot terbaik untuk mengabadikan puncak Merapi.",,
Kawasan Ekowisata Gunung Api Purba Nglanggeran,4.5,709,"Alam, Wisata Air",30000,30000,-7.841.986,"Desa Wisata Nglanggeran, Patuk, Gunungkidul, D I Yogyakarta",1.105.415.759,"Kawasan Ekosistem Gunung Purba Nglanggeran atau yang biasa disebut Gunung Nglanggeran ini merupakan kawasan yang litologinya disusun oleh material vulkanik tua, berbentuk gunung batu raksasa yang membentang sepanjang kurang lebih 800 meter dengan tinggi mencapai 300 meter. Gunung Nglanggeran dinyatakan sebagai gunung api purba dari hasil penelitian dan refrensi yang ada. Sekitar 60-70 juta tahun yang lalu Gunung tersebut merupakan gunung berapi aktif.",,
Pantai Ngetun,4.5,709,Pantai,15000,15000,-81.703.641,"Sureng, Purwodadi, Tepus, Gunung Kidul",1.106.526.446,Pantai Ngetun adalah keindahan yang sempurna dari Yogyakarta khususnya Gunung Kidul. Keindahan biota lautnya memang tidak bisa dihindarkan,,
Selopamioro Adventure Park,4.5,696,"Alam, Wisata Air",30000,30000,-7.945.376.682,"Daerah Jetis RT 04,Selopamioro,Kecamatan Imogiri,Kabupaten Bantul Kota Jogjakarta",1.104.266.714,Kegiatan outbond di lokasi Selopamioro Adventure Park sangat memanjakan para konsumen untuk menikmati alam. Fasilitas outbond berupa permainan air dan darat dari level anak anak sampai dengan dewasa bisa menjadi rekomendasi anda dan rekan kerja selanjutnya untuk mencoba outbond di Selopamioro Adventure Park.,,
Desa Wisata Nglinggo,4.4,616,Alam,0,0,-7.647.668,"Dusun Nglinggo, desa Pagerharjo, kecamatan Samigaluh, kabupaten Kulon Progo, Yogyakarta",110.141.878,Sebagai tempat liburan dengan dapat mengetahui budaya tradisional masyarakat setempat.,,
Gereja Sayidan,4.2,616,"Tempat Ibadah, Sejarah",0,0,-78.035.488,"kampung Sayidan, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",1.103.698.419,Sebagai tempat ibadah untuk para pengunjung.,,
Pinus pengger Yogyakarta,4.6,605,"Alam, Buatan",5000,5000,-78.712.723,"Jalan Dlingo-Patuk, Pantirejo, Terong, Dlingo, Bantul, Yogyakarta",110.459.653,"Pinus Pengger adalah salah satu tempat wisata yang menawarkan spot selfie sebagai daya tarik utamanya. Jika Anda termasuk selfie hunter, maka wajib hukumnya untuk datang ke sini. ",,
D'Walik,4.5,599,"Museum,",40000,50000,-78.163.681,"XT Square, yaitu di Jalan Veteran, Pandeyan, Umbulharjo, Yogyakarta",1.103.866.164,"D’Walik Yogyakarta merupakan salah tempat wisata di jogja yang dikembangkan oleh De Mata. Di sini kamu bisa dapatkan spot unik untuk berfoto. Seperti namanya, tempat ini memiliki desain arsitektur yang dibuat terbalik",,
Wisata Watu Amben,4.5,592,Alam,,,-78.498.077,"Jl. Dlingo-Patuk, Kelurahan Srimulyo, Kecamatan Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta",1.104.770.954,"Watu Amben merupakan sebuah obyek wisata baru yang ada di wilayah Bantul. Letaknya tak jauh dari Bukit Bintang, lebih tepatnya berada di atas Bukit Bintang. Sendang Widodaren, Makam Sunan Geseng hingga sentra industri emping adalah bagian dari obyek wisata ini. Namun, sebuah batu berukuran besar yang rata, mirip amben (dipan) adalah bagian paling terkenalnya. Itulah yang di sebut Watu Amben",,
Gua Cerme,4.4,587,Alam,,,-79.794.413,"Jalan Srunggo, Selopamioro, Imogiri, Bantul",1.103.803.114,"Gua Cerme merupakan gua horizontal dengan panjang sekitar 1,2 km dan dialiri sungai di dasarnya. Kedalaman sungai bervariasi, mulai setinggi mata kaki hingga sepinggang orang dewasa. Saat musim penghujan debit air akan naik.",,
Candi Barong,4.6,565,Sejarah,10000,,-77.756.537," Dusun Candisari, Bokoharjo, Prambanan",1.104.973.011,"Candi barong merupakan candi peninggalan agama Hindu yang terletak di Dusun Candisari, Bokoharjo, Prambanan. Disebut Candi Barong karena terdapat hiasan kala di relung tubuh candi yang tampak seperti Barong.",,
Nol Kilometer Jl.Malioboro,4.7,565,"Monumen, Sejarah",,,-78.013.803,"Jl. Margo Mulyo No. 9, Ngupasan, Gondomanan, Kota Yogyakarta",1.103.647.652,"Titik Nol Kilometer Yogyakarta adalah sebuah kawasan persimpangan yang terletak di Gondomanan, Yogyakarta, yang kerap dikunjungi oleh wisatawan karena lokasinya yang strategis dan dekat dengan banyak lokawisata.",,
Mojo Gumelem Hill,4.3,551,Alam,,,-79.559.784,"Kanigoro, Mangunan, Dlingo, Bantul, Daerah Istimewa Yogyakarta",1.104.341.083,"Mojo Gumelem Hill merupakan area wisata dengan pemandangan pedesaan di puncak bukit, serta sarang burung buatan raksasa untuk berfoto.",,
Pantai Midodaren,4.5,550,Pantai,5000,5000,-81.255.992,"Kanigoro, Sapto Sari, Kabupaten Gunung Kidul, D.I Yogyakarta",110.521.558,"Salah satu pantai yang belum memiliki akses pengunjung adalah pantai Widodaren. Memiliki keindahan yang tersembunyi, pantai yang satu ini termasuk ke dalam pantai yang sulit dikunjungi. Tak heran jika pantai yang satu ini masuk kategori destinasi yang sulit dikunjungi.",,
Pantai Seruni,4.5,527,Pantai,10000,10000,-8.159.907,"Jl. Pantai Seruni, Pantai, Tepus, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta",1.106.315.752,"Ada pantai kecil di Gunungkidul yang menarik perhatian, yaitu Pantai Seruni. Menurut warga sekitar, nama Seruni diambil dari bunga seruni yang memiliki nama ilmiah Chrysanthemum atau Chrysous yang berarti emas.Di sini menyajikan pemandangan indahnya pantai kecil yang dipadu dengan alam sekitar. Selain itu, tempatnya pun bersih dan tenang. ",,
Candi Gebang,4.5,518,Sejarah Budaya,5000,5000,-77.514.654,"Jl. Candi Gebang No.1, Depan Lotek Bu Bagyo Jetis, Wedomartani, Ngemplak, Kabupaten Sleman",1.104.162.887,"Candi Gebang memiliki keistimewaan yakni tidak ditemukannya tangga masuk, kemungkinan tangga masuk terbuat dari kayu atau bahan lain yang mudah rusak, sehingga sampai sekarang tidak ditemukan kembali. Keistimewaan lainnya adalah titik pusat candi yang bertepatan dengan titik pusat halaman candi.",,
Museum Wayang Kekayon,4.2,504,"Museum, Sejarah, Budaya",0,0,-78.145.939,"Jl. Jogja-Wonosari Km.7 No.277, kurang lebih 1 km dari Jl. Majapahit (Ring Road Timur)",1.104.130.604,"Museum Kekayon adalah museum wayang yang didirikan oleh Yayasan Sosial Kekayon pada tanggal 23 Juli 1990 dengan akte notaris no 129/90. Museum ini terwujud atas prakarsa dari Prof. Dr. dr. KPH. Soejono Prawirohadikusumo yang merintis pembangunannya sejak tahun 1973. Pada tanggal 5 Januari 1991 museum diresmikan oleh KGPAA Paku Alam VIII. Museum Kekayon memiliki koleksi sejumlah 5.464 buah terdiri dari 20 jenis koleksi wayang antara lain wayang purwo, wayang golek, wayang klitik, wayang suluh, wayang gedog, wayang beber, wayang Diponegoro, Wayang Suket (wayang rumput ), dsb.",,
Museum Wayang Kekayon,4.2,504,Budaya dan Sejarah,20000,20000,-781.406.244,"Jalan Laksamana Adi Sucipto Demangan, Kalangan, Baturetno, Gondokusuman, Bantul, Yogyakar",1.104.131.033,"Museum Wayang Kekayon ini didirikan oleh almarhum Prof. DR. dr. KPH. Soejono Prawirohadikusumo (Guru besar UGM sekaligus dokter ahli saraf jiwa) dan diresmikan oleh KGPAA Paku Alam VIII pada tahun 1991. Museum ini mengoleksi berbagai jenis wayang yang ada di Indonesia. Selain sebagai tujuan wisata seni budaya, museum ini juga memiliki fungsi pendidikan, wahana penelitian, dan rekreasi. Wayang merupakan kekayaan luhur budaya bangsa Indonesia yan Museum ini juga nyaman dan asri dengan taman parkir luas serta pendapa megah untuk perayaan pernikahan, pameran, pertemuan, sarasehan, dan lain-lain.g patut kita banggakan. Terbukti atas pengakuan UNESCO atas wayang sebagai warisan pusaka dunia.",,
Waterbyur Taman Air,4.2,501,Buatan,10000,10000,-78.814.715,"Area Sawah, Trirenggo, Bantul, Daerah Istimewa Yogyakarta",1.103.394.116,"Waterbyur Taman Air merupakan water park di Bantul yang lagi hits. Didalam lokasi wisata terdapat kompleks kolam renang yang memiliki luas lahan mencapai 1,5 hektar. Tempat ini sangat luas dengan fasilitas yang sangat memadai, terdapat jeeran kolam renang berbagai ukuran, serta disediakan pula arena untuk outbond.",,
Batu Papal,4.2,497,Alam,0,0,-7.789.479,"Jl. Candi Ijo, Mlakon, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta",1.105.185.664,"Batu Papal merupakan salah satu destinasi wisata yang sangat langka jika anda mampir ke jogja. Karena di tempat ini menampilkan keindahan sunrise atau matahari terbit pagi hari yang cukup memanjakan mata tanpa harus menginap di hotel, mendaki Gunung Merapi, atau mendaki Pegunungan Selatan Jawa.",,
Museum TNI AD Dharma Wiratama,4.7,483,Sejarah,,0,-77.823.778,Jl. Jenderal Sudirman No. 75 Gondokusumo Yogyakarta,1.103.754.172,Museum Pusat Tentara Nasional Indonesia Angkatan Darat Dharma Wiratama adalah museum khusus yang mendokumentasikan bakti prajurit TNI Angkatan Darat.,,
Museum of Indonesian Education,4.6,480,Sejarah,0,0,-7.774.829,"Jalan Colombo No. 1,, Caturtunggal,, Depok,, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman",110.387.176,Museum Pendidikan Indonesia atau MPI didirikan sebagai dedikasi bagi Universitas Negeri Yogyakarta (UNY). Melalui museum ini disampaikan bahwa kejayaan bangsa ini merupakan hasil dari harmonisasi antara tujuan perjuangan dan semangat untuk menuntut ilmu.,,
Museum Pendidikan Indonesia ini mempunyai visi untuk menjadikan memori kolektif sebagai wahana menciptakan insan yang memiliki kecerdasan intelektual,emosional,"dan spiritual""",,,,,,,,,
Tebing Gunung Gajah,4.5,457,Alam,5000,5000,-7.776.247.027,,1.101.061.368,"Letaknya di dataran tinggi, dengan view pemandangan perbukitan dan menoreh yang hijau, dan terdapat Waduk Sermo di tengahnya. Selain spot fotonya kemudian juga terdapat spot foto love lock, sky bar, dan fancy termasuk wahana outbound selain dari beberapa spot fotografi dengan tema tertentu.",,
Kalikuning Park,4.4,443,"Taman, Buatan",5000,5000,-75.923.466,"Pelemsari, Umbulharjo, Cangkringan, Sleman, Daerah Istimewa Yogyakarta",1.104.414.633,"Kalikuning merupakan aliran sungai di lereng gunung merapi, namun bukan hanya sekedar sungai tempat ini merupakan tempat wisata. Kalikuning Park menjadi salah satu destinasi wisata di lereng merapi yang menjadi saksi nyata saat terjadinya erupsi dahsyat yang terjadi pada gunung merapi pada beberapa tahun silam.Destinasi wisata ini memiliki banyak sekali spot-spot cantik untuk berfoto, selain itu banyak juga pengunjung yang menjadikan tempat ini sebagai objek wisata edukatif",,
Bukit Pengilon,4.6,439,Alam,5000,5000,-8.185.458.711,"Tepus, Purwodadi, Gunung Kidul, Area Hutan, Balong, Girisubo, Gunung Kidul, DI Yogyakarta",1.106.917.217,"Nama bukit Pengilon berasal dari bahasa Jawa yang berarti cermin, karena di bukit ini terdapat batu yang mirip sekali dengan cermin. Areanya menyejukkan serta sangat luas. Bahkan saking luasnya destinasi ini, banyak wisatawan yang melakukan tracking hingga camping dan mendirikan tenda di sana. Tak hanya itu, tempat satu ini juga akan memanjakan mata anda. Anda bisa mengabadikan foto dengan pemandangan indah yang berlatar belakang laut.",,
Punthuk Mongkrong,4.4,426,Alam,10000,10000,-76.345,"Desa Giripurno, Kecamatan Borobudur, Kabupaten Magelang",110.174.606,Punthuk sendiri merupakan sebutan untuk bukit-bukit yang berada di sekitaran Candi Borobudur Magelang Jawa Tengah.Di obyek wisata Magelang satu ini para wisatawan akan dimanjakan dengan suguhan panorama alami yang mampu menghipnotis banyak pasang mata.,,
Taman Legawong Gambiran,4.4,423,"Taman, Budaya",0,0,-78.235.991,"Jln. Gambirsawit, Kampung Gambiran, Kelurahan Pandeyan, Kecamatan Umbulharjo, Yogyakarta City",1.103.928.814,Taman Legawong Gambiran merupakan tempat destinasi wisata budaya yang berada di Kampung Gambiran.,,
Gunung Mungker,4.3,416,Alam,3000,5000,-78.758.728,"Pencitrejo, Pantirejo, Terong, Dlingo, Bantul, Daerah Istimewa Yogyakarta",1.104.578.762,"Watu Lawang jika diartikan kedalam bahasa Indonesia berarti pintu batu. Salah satu keunikan Gunung Mungker yang tidak dimiliki obyek wisata lain di Kecamatan Dlingo adalah pemandangan ke sisi timur yang turut terlihat. Sementara obyek wisata lain hanya menyajikan panorama ke arah barat atau Kota Yogyakarta. Gunung Mungker menawarkan objek wisata yang menarik dengan tempat fotonya yang instagramable. Seperti tempat melingkar dengan struktur kayu, jembatan dengan patung delman, balon udara, dan banyak lagi.",,
Wisata Alam Watu Lawang,4.2,413,Alam,3000,3000,-79.378.555,"Kecamatan Tepus , Kabupaten Gunung kidul , Yogyakarta",1.104.181.981,"Saat berkunjung ke tempat wisata Watu Lawang Mangunan kamu bisa menikmati pemandangan Kali Oya dari ketinggian. Kali Oya yang meliuk, ditambah pemandangan hijau dan rimbunnya pepohonan.",,
